Version 4.1.02062012
Numevents 717
label    mode     dur     win     iti      rdB      ldB resp type filename
----- ------- ------- ------- ------- -------- -------- ---- ---- --------
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	11	11	11	11	11	11	11	11	11	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	10	10	
